start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
12/22/2025,12/22/2025,NEAR-USDT,binance,22395519,2946151,0.000367975,82970.87,66067.59,165298.65,119287.19,249602.98,187924.73
12/23/2025,12/23/2025,NEAR-USDT,binance,18200188,2691799,0.000423817,65817.73,60303.8,143160.56,109588.28,221681.25,167311.08
12/24/2025,12/24/2025,NEAR-USDT,binance,14414362,950301,0.000514524,56649.28,53881.86,131038.72,101230.02,196014.96,152576.42
12/25/2025,12/25/2025,NEAR-USDT,binance,15608439,2034382,0.000368671,64639.18,51105.91,139692.31,101563.95,215431.6,164322.32
12/26/2025,12/26/2025,NEAR-USDT,binance,24636998,2310395,0.000365433,47202.12,33517.04,90769.51,57061.92,146440.11,97926.01
12/27/2025,12/27/2025,NEAR-USDT,binance,14216089,1231746,0.000490489,84003.93,80789.95,168637.63,131651.42,287500.36,196500.37
12/28/2025,12/28/2025,NEAR-USDT,binance,12746424,1590922,0.000552385,100976.7,82962.31,193088.88,143053.51,285682.77,214114.85
12/22/2025,12/22/2025,NEAR-USDT,bybit,4359655,675896,0.000528742,21423.67,13699.04,33032.31,19305.11,56698.68,40283.19
12/23/2025,12/23/2025,NEAR-USDT,bybit,3167701,534241,0.000579524,22241.51,17329.88,39602.34,28078.4,67361.36,51830.04
12/24/2025,12/24/2025,NEAR-USDT,bybit,2521223,497904,0.000465289,19865.49,14247.77,34890.57,24440.89,59290.59,45558.99
12/25/2025,12/25/2025,NEAR-USDT,bybit,3011882,513362,0.000474323,18549.57,14645.46,32585.04,24135.92,55376.04,45316.43
12/26/2025,12/26/2025,NEAR-USDT,bybit,3070055,547113,0.000536495,15696.07,11328.85,26822.49,18174.38,54584.71,42158.64
12/27/2025,12/27/2025,NEAR-USDT,bybit,2616910,435271,0.00032548,32133.11,28392.38,47346.18,39634.67,85450.36,74719.67
12/28/2025,12/28/2025,NEAR-USDT,bybit,2908649,308094,0.000538998,26546.52,22483.9,42423.42,34976.5,70360.12,61447.19
12/22/2025,12/22/2025,NEAR-USDT,okx,3378358,663034,0.000486493,51279.53,38916.34,77520.74,55215.43,117837.93,86584.88
12/23/2025,12/23/2025,NEAR-USDT,okx,3330537,383489,0.000566304,43621.52,33908.62,69773.87,50948.61,105709.63,79774.09
12/24/2025,12/24/2025,NEAR-USDT,okx,3538067,629924,0.000598966,32474.35,23933.15,52727.34,36447.69,78589.68,57214.7
12/25/2025,12/25/2025,NEAR-USDT,okx,2641721,410089,0.000450636,36572.44,29546.69,59874.57,45265.58,90215.8,70041.81
12/26/2025,12/26/2025,NEAR-USDT,okx,4319119,486535,0.000366785,33614.6,25031.21,50320,35979.62,80511.39,60178.19
12/27/2025,12/27/2025,NEAR-USDT,okx,2806974,352993,0.000349517,39165.3,34149.66,56718.99,49574.38,90231.99,79929.83
12/28/2025,12/28/2025,NEAR-USDT,okx,2914481,504348,0.000476123,42506.64,35379.33,66081.48,55024.78,101773.55,83539.46
12/22/2025,12/22/2025,NEAR-USDT,gate,2761271,451337,0.000518665,7895.4,6559.74,14476.17,12468.03,21167.36,18966.08
12/23/2025,12/23/2025,NEAR-USDT,gate,2662853,274245,0.000496291,7419.64,7284.35,13917.66,13738.45,20621.97,20293.19
12/24/2025,12/24/2025,NEAR-USDT,gate,1357904,136263,0.000439759,7755.98,5392.2,14384.59,11262.33,20408.97,16755.43
12/25/2025,12/25/2025,NEAR-USDT,gate,1394738,152580,0.000415461,9657.53,8148.28,18459.22,15902.74,26348.47,23690.73
12/26/2025,12/26/2025,NEAR-USDT,gate,1531651,270431,0.000385048,12274.86,9659.45,21519.2,17619.42,30307.07,25551.61
12/27/2025,12/27/2025,NEAR-USDT,gate,1241048,150978,0.000599463,9636.05,7488.13,15958.56,13132.58,22220.86,18686.08
12/28/2025,12/28/2025,NEAR-USDT,gate,1344322,257051,0.000356051,16382.78,11346.9,27197.15,20267.02,35815.38,28423.34
