start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
12/8/2025,12/8/2025,NEAR-USDT,binance,23312703,2598742,0.000422127,66064.38,50461.78,134883.65,88618.04,208588.28,141204.28
12/9/2025,12/9/2025,NEAR-USDT,binance,33472813,2628119,0.000462404,67658.34,56537.21,136522.92,96884.03,215212.52,153142.01
12/10/2025,12/10/2025,NEAR-USDT,binance,32798968,2538722,0.000441267,73992.33,62973.67,148820.31,107076.76,231157.96,160000.47
12/11/2025,12/11/2025,NEAR-USDT,binance,28306162,2006122,0.000411804,38169.34,35065.85,85552.21,63167.25,132136.77,93843.29
12/12/2025,12/12/2025,NEAR-USDT,binance,26078401,3218637,0.000582617,56352.44,47319.97,122776.46,85542.02,191143.81,133887.64
12/13/2025,12/13/2025,NEAR-USDT,binance,11072785,982524,0.000535837,87425.43,82718.08,180395.12,142062.03,280583.28,218526.35
12/14/2025,12/14/2025,NEAR-USDT,binance,14542077,1289580,0.000420723,78727.2,84457.02,165464.97,146964.68,255723.09,213997.93
12/8/2025,12/8/2025,NEAR-USDT,bybit,4341286,826639,0.000438389,31530.59,22194.05,52599.67,34131.9,80085.24,56973.7
12/9/2025,12/9/2025,NEAR-USDT,bybit,5157371,971874,0.000522688,32199.62,23885.36,54567.94,36573.92,90113.95,66511.6
12/10/2025,12/10/2025,NEAR-USDT,bybit,5159434,1018280,0.000323596,25454.06,19415.29,47255.41,31026.91,78596.53,57124.1
12/11/2025,12/11/2025,NEAR-USDT,bybit,5263545,873852,0.000478819,15016.97,11550.95,28834.41,19693.53,48325.18,36307.93
12/12/2025,12/12/2025,NEAR-USDT,bybit,4802523,615203,0.000586719,25683.34,18699.46,46150.16,28836.55,77742.83,54401.13
12/13/2025,12/13/2025,NEAR-USDT,bybit,2237598,333310,0.000532802,41042.8,33882.43,61058.69,50497.76,96860.17,83904.01
12/14/2025,12/14/2025,NEAR-USDT,bybit,2995785,563122,0.000576924,25401.22,21044.7,38985.8,30622.4,62609.41,52632.41
12/8/2025,12/8/2025,NEAR-USDT,okx,4976937,763379,0.000357353,42520.75,28847.53,67925.42,42700.77,95335.78,60931.01
12/9/2025,12/9/2025,NEAR-USDT,okx,5466922,584840,0.000562664,26124.6,20616.37,42151.14,29653.93,68651.41,49542.93
12/10/2025,12/10/2025,NEAR-USDT,okx,5139516,761634,0.000540432,33411.68,23682.69,55474.23,36096.02,87853.71,60085.31
12/11/2025,12/11/2025,NEAR-USDT,okx,7359441,845174,0.000594771,41964.13,34259.83,68769.81,51657.66,103311.49,77922.67
12/12/2025,12/12/2025,NEAR-USDT,okx,4729230,634958,0.000375442,38587.48,29742.51,64695.74,44656.13,103460.86,73743.23
12/13/2025,12/13/2025,NEAR-USDT,okx,1927419,229452,0.000582019,41569.58,34877.71,61110.12,54028.27,90789.36,83438.1
12/14/2025,12/14/2025,NEAR-USDT,okx,2805988,336786,0.000472399,50275.31,48362.32,77518.92,72272.17,120211.88,108777.11
12/8/2025,12/8/2025,NEAR-USDT,gate,1814715,302109,0.000528283,9172.52,8120.77,14750.98,13512.4,19568.69,18338.18
12/9/2025,12/9/2025,NEAR-USDT,gate,2187469,221000,0.000414935,9902.91,10152.09,15994.48,16122.39,20697.01,20597.7
12/10/2025,12/10/2025,NEAR-USDT,gate,2006395,395244,0.000493342,7192.94,7637.83,11400.55,12612.34,15023.68,16616.74
12/11/2025,12/11/2025,NEAR-USDT,gate,1946876,217832,0.000354983,6677.98,8000.92,10900.64,13495.47,15259.56,17986.83
12/12/2025,12/12/2025,NEAR-USDT,gate,2587794,315628,0.000387677,12359.58,9719.06,22183.57,17288.38,30749.96,24969
12/13/2025,12/13/2025,NEAR-USDT,gate,1779247,255423,0.000334161,20730.56,16731.55,40926.05,29928.49,89645.36,43917.23
12/14/2025,12/14/2025,NEAR-USDT,gate,2014444,283747,0.00042647,12756.13,12838.21,20688.04,23205.01,33052.58,36017.54
