start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
10/6/2025,10/6/2025,NEAR-USDT,binance,50233701,4174881,0.000525338,41214.82,38713.77,61524.28,58012.97,89513.67,83918.23
10/7/2025,10/7/2025,NEAR-USDT,binance,63728109,4442139,0.00044732,74131.06,64840.72,117572.25,101741.18,168538.25,148833.11
10/8/2025,10/8/2025,NEAR-USDT,binance,48435001,5221479,0.000324091,58623.5,48389.69,87142.77,73622.01,129703.5,112689.36
10/9/2025,10/9/2025,NEAR-USDT,binance,50023065,3186939,0.000402747,71993.33,70138.78,107824.95,101438.86,158329.85,144348.22
10/10/2025,10/10/2025,NEAR-USDT,binance,221142029,14311157,0.000506831,31234.95,26966.07,49641.99,43376.07,71574.12,62077.39
10/11/2025,10/11/2025,NEAR-USDT,binance,98908932,10019435,0.000546068,25797.66,29539.05,39968.57,43183.83,54948.49,55781.26
10/12/2025,10/12/2025,NEAR-USDT,binance,75446642,8991461,0.00034929,40616.58,42217.99,59776.94,62226.85,77407.57,82028.83
10/6/2025,10/6/2025,NEAR-USDT,bybit,8353830,1534259,0.000577922,19816.96,16167.08,29236.14,23017.91,32764.35,25178.02
10/7/2025,10/7/2025,NEAR-USDT,bybit,11749081,1768052,0.000318281,25770.59,22080.94,38027.12,30664.57,43231.56,33797.16
10/8/2025,10/8/2025,NEAR-USDT,bybit,9916693,1838455,0.000378264,19090.06,15872.4,26829.34,21329.62,29836.54,23808.19
10/9/2025,10/9/2025,NEAR-USDT,bybit,10631216,1421129,0.000536421,24725.53,21244.76,38055.37,30538.08,44831.43,34639.63
10/10/2025,10/10/2025,NEAR-USDT,bybit,44429435,8191732,0.000575559,17327.15,14890.49,26483.21,20574.82,31311.89,23680.04
10/11/2025,10/11/2025,NEAR-USDT,bybit,21797056,2372626,0.000462182,12940.07,12594.83,20810.57,19383.81,32428.18,29692.48
10/12/2025,10/12/2025,NEAR-USDT,bybit,16134641,1661502,0.000381559,12570.34,12133.56,20586.58,18545.64,32582.16,29991.54
10/6/2025,10/6/2025,NEAR-USDT,okx,8392549,1471251,0.000471758,41445.61,41050.96,57272.94,54901.24,79678.47,77229.66
10/7/2025,10/7/2025,NEAR-USDT,okx,8682642,1661374,0.000568009,46866.73,42606.15,64672.22,57510.42,91588.7,83067.67
10/8/2025,10/8/2025,NEAR-USDT,okx,7070067,991708,0.000541226,47039.45,41454.89,64851.21,56336.24,90975.59,80767.46
10/9/2025,10/9/2025,NEAR-USDT,okx,7547980,848062,0.000335158,36044.47,34589.42,51202.66,46549.9,71830.87,65443.8
10/10/2025,10/10/2025,NEAR-USDT,okx,38329801,7576717,0.000448777,24258.6,18703,34754.16,27484.54,51154.18,41937.39
10/11/2025,10/11/2025,NEAR-USDT,okx,17514118,2878048,0.000599376,20053.72,19448.58,37526.52,32876.45,54200.16,47265.19
10/12/2025,10/12/2025,NEAR-USDT,okx,14808043,2573986,0.000481703,21288.65,20527.18,35471.93,31892.99,51179.35,46434.63
10/6/2025,10/6/2025,NEAR-USDT,gate,4516196,748399,0.00059814,26469.21,21986.12,38458.82,32372.65,43980.21,37208.16
10/7/2025,10/7/2025,NEAR-USDT,gate,6697933,793976,0.000578348,22457.56,19902.33,32670.26,28394.63,38349.53,33648.43
10/8/2025,10/8/2025,NEAR-USDT,gate,5909929,638089,0.000405149,18317.49,16314.65,27150.01,23930.09,31871.9,27800.94
10/9/2025,10/9/2025,NEAR-USDT,gate,5687703,893380,0.000417516,26686.77,23334.92,39407.33,33995.61,46245.56,39810.42
10/10/2025,10/10/2025,NEAR-USDT,gate,22503837,3711728,0.000331344,12044.84,9535.9,19752.26,16049.86,25909.29,20043.77
10/11/2025,10/11/2025,NEAR-USDT,gate,13133299,1922014,0.000441135,11953.33,11339.88,23950.34,22310.9,29366.11,27244.95
10/12/2025,10/12/2025,NEAR-USDT,gate,12983533,2531859,0.000408768,10206.72,9736.84,18960.74,17529.03,22919.37,20954.01
