start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
07/21/2025,07/21/2025,NEAR-USDT,binance,45383026.94,2702344.34,0.000499097,35763.0926,33465.3063,55398.9656,51130.871,80208.176,77050.8082
07/22/2025,07/22/2025,NEAR-USDT,binance,57630019.53,3513990.57,0.000535518,36255.5742,33728.0066,54575.6052,50263.293,76900.1856,74630.1404
07/23/2025,07/23/2025,NEAR-USDT,binance,48987986.34,6536315.21,0.00054809,49630.8853,46137.6749,77348.2723,70728.8245,112278.8479,100637.7531
07/24/2025,07/24/2025,NEAR-USDT,binance,49653661.32,6097735.34,0.000388428,49507.9444,47107.9294,75546.7263,70507.9471,104290.6479,97758.3094
07/25/2025,07/25/2025,NEAR-USDT,binance,41666229.73,4156353.45,0.000440837,49098.7971,47621.0969,79205.1567,74301.9351,110416.9367,102004.1774
07/26/2025,07/26/2025,NEAR-USDT,binance,18845886.31,1382505.44,0.000493823,66024.1531,63339.4983,102387.7252,99653.1113,143799.209,142839.596
07/27/2025,07/27/2025,NEAR-USDT,binance,24193481.88,2888961.76,0.000400911,52507.5063,52874.4002,76067.6211,79264.1958,106852.3458,117162.2122
07/21/2025,07/21/2025,NEAR-USDT,bybit,9890724.05,1410187.12,0.000507237,26779.4359,21741.4393,41128.152,33061.8587,47217.8234,37941.8321
07/22/2025,07/22/2025,NEAR-USDT,bybit,11767685.98,1447943.8,0.000442908,26025.1637,21742.4722,40356.6909,32337.7982,47677.9479,37616.9564
07/23/2025,07/23/2025,NEAR-USDT,bybit,10842877.28,1694178.71,0.000539697,23150.6395,18824.4765,35111.2234,27249.4955,41857.2644,32422.3244
07/24/2025,07/24/2025,NEAR-USDT,bybit,8228786.67,1309024.87,0.000570331,28956.681,25487.2681,44082.2114,36856.6366,55428.0225,45396.1704
07/25/2025,07/25/2025,NEAR-USDT,bybit,7882077.49,1055580.21,0.00046744,16518.9521,14575.8055,25930.3978,21415.7402,31960.7042,26618.1279
07/26/2025,07/26/2025,NEAR-USDT,bybit,4587808.09,741835.19,0.000484052,28426.9992,25989.5628,41720.4801,38028.9607,47660.9714,44217.6983
07/27/2025,07/27/2025,NEAR-USDT,bybit,5126823.59,985602.99,0.00043594,22712.1376,22126.6085,31862.8041,34571.9841,36199.1766,46973.651
07/21/2025,07/21/2025,NEAR-USDT,okx,9339001.91,1695111.73,0.000484314,30679.967,26632.9634,44947.5678,40525.9243,62655.6128,57438.9678
07/22/2025,07/22/2025,NEAR-USDT,okx,10857082.89,1481616.61,0.000590335,28159.4772,22410.15,41546.8846,33387.6991,59552.0648,46868.6271
07/23/2025,07/23/2025,NEAR-USDT,okx,10688703.44,1505577.21,0.000317889,52512.799,39101.3656,74603.3246,58250.9591,97818.8232,78383.88
07/24/2025,07/24/2025,NEAR-USDT,okx,8306574.13,1581550.99,0.000496179,45370.7706,34992.4427,66467.2581,52757.3024,87259.9141,71374.5658
07/25/2025,07/25/2025,NEAR-USDT,okx,5251911.27,913939.56,0.000404795,34604.3028,30514.4516,50904.6962,45113.876,68328.1405,62552.5899
07/26/2025,07/26/2025,NEAR-USDT,okx,3120782.95,479547.6,0.000561423,31267.1426,32088.2648,43772.691,44778.6252,58510.7042,59366.5085
07/27/2025,07/27/2025,NEAR-USDT,okx,3767640.57,546422.16,0.000521465,39525.6293,35801.254,55969.5789,50433.7218,74119.771,68471.8646
07/21/2025,07/21/2025,NEAR-USDT,gate,5940627.79,826266.52,0.000371214,15828.547,12069.0693,25465.8989,20903.2729,30377.9363,25286.9038
07/22/2025,07/22/2025,NEAR-USDT,gate,10144940.69,1404968.83,0.000446263,13105.7147,10870.8636,20581.0503,17715.4269,23766.455,21224.3974
07/23/2025,07/23/2025,NEAR-USDT,gate,6388536.06,1043702.08,0.000305178,14181.1172,12263.8246,22256.9512,19283.1622,26235.0217,23203.6674
07/24/2025,07/24/2025,NEAR-USDT,gate,7211180.2,937381.03,0.000310237,11274.3703,10214.2207,18401.777,16269.7089,21743.8555,19953.4015
07/25/2025,07/25/2025,NEAR-USDT,gate,8271427.95,1058121.86,0.000404108,9728.4803,8696.6484,15946.5111,14137.6774,18880.0416,17198.4401
07/26/2025,07/26/2025,NEAR-USDT,gate,3775595.88,656395.92,0.000538543,16889.1074,16335.4539,25795.7348,25571.0525,29379.7981,29360.8106
07/27/2025,07/27/2025,NEAR-USDT,gate,5142054.8,783542.39,0.000365359,13024.1756,10918.802,19677.3692,17633.8713,22986.5704,20871.7114
