start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
06/16/2025,06/16/2025,NEAR-USDT,binance,23273596.28,3007981.84,0.00047982,40154.0179,33863.2198,56241.7378,47310.3137,74060.8151,61901.7273
06/17/2025,06/17/2025,NEAR-USDT,binance,27442794.38,1999622.26,0.000452581,51992.9063,46582.3929,77879.3171,67633.8003,108152.4714,87838.0335
06/18/2025,06/18/2025,NEAR-USDT,binance,23077643.38,2974385.01,0.000542967,52492.9106,57564.2109,77370.8281,77484.4256,104977.9941,97208.9215
06/19/2025,06/19/2025,NEAR-USDT,binance,17816130.75,1887563.07,0.000364283,53320.2198,54199.6529,78270.5337,74281.1786,108515.3112,98299.9749
06/20/2025,06/20/2025,NEAR-USDT,binance,19677125.03,2848498.72,0.000320052,51991.1645,55914.3835,77359.8888,75767.0994,108936.3068,97174.4977
06/21/2025,06/21/2025,NEAR-USDT,binance,17015654.31,1144029.04,0.000327024,45521.6812,50401.9984,71224.7934,70396.6646,101537.4702,88721.0935
06/22/2025,06/22/2025,NEAR-USDT,binance,39587523.12,2741221.15,0.000336645,31533.908,33396.721,48605.004,46228.6605,66285.3173,54040.1701
06/16/2025,06/16/2025,NEAR-USDT,bybit,703999.18,104316.48,0.000502875,2269.283,2041.5212,3407.2286,2938.6792,5112.1824,4534.0296
06/17/2025,06/17/2025,NEAR-USDT,bybit,896552.38,126535.09,0.000575964,1966.8267,1702.265,2971.6566,2465.9788,4384.4071,3729.1678
06/18/2025,06/18/2025,NEAR-USDT,bybit,653736.32,75155.01,0.000379953,1984.5031,1737.0385,2967.784,2439.3361,4501.4874,3870.4253
06/19/2025,06/19/2025,NEAR-USDT,bybit,486554.79,85733.36,0.000529917,2044.2946,1761.6479,3081.2869,2564.4166,4612.9681,4038.7719
06/20/2025,06/20/2025,NEAR-USDT,bybit,569477.12,72059.61,0.000534803,1569.8299,1331.2355,2374.2844,1941.1095,3631.107,3104.9888
06/21/2025,06/21/2025,NEAR-USDT,bybit,551862.45,62762.09,0.000571062,1643.2293,1659.2773,2604.0225,2454.6333,3980.3685,3676.5449
06/22/2025,06/22/2025,NEAR-USDT,bybit,861737.81,137465.43,0.000360191,1668.401,1675.3746,2659.1275,2516.8817,3997.0207,3681.9726
06/16/2025,06/16/2025,NEAR-USDT,okx,3537095.99,680223.41,0.000304131,27869.7719,25298.4805,40101.4791,36225.5532,54131.7175,49299.5008
06/17/2025,06/17/2025,NEAR-USDT,okx,6117654.23,1213895.37,0.000497166,32051.61,30711.6996,45654.8727,42747.5151,62268.0632,57298.7108
06/18/2025,06/18/2025,NEAR-USDT,okx,4239110.29,647491.25,0.000534102,20731.8524,20319.286,29700.5496,26786.8584,40012.1954,35743.9975
06/19/2025,06/19/2025,NEAR-USDT,okx,2707262.12,423837.14,0.000590721,25728.4659,23179.1296,36433.568,31565.1096,49957.1123,43239.762
06/20/2025,06/20/2025,NEAR-USDT,okx,4709236.63,507544.87,0.000412579,33817.4884,30590.3424,47679.7904,41442.1968,64143.8218,56377.3812
06/21/2025,06/21/2025,NEAR-USDT,okx,4631418.29,631442.01,0.000432222,35642.1992,32998.3918,50999.971,46435.8758,67974.2035,60844.127
06/22/2025,06/22/2025,NEAR-USDT,okx,7192922.58,1367377.56,0.000337739,30473.7684,28516.9258,45411.071,41761.1058,60643.4937,54859.1102
06/16/2025,06/16/2025,NEAR-USDT,gate,2724689.96,423014.97,0.000526528,17719.8406,16348.0751,25467.639,24102.0597,27525.2799,26899.4
06/17/2025,06/17/2025,NEAR-USDT,gate,4011496.64,766150.97,0.000305159,12996.0176,11399.5041,18740.4028,17241.183,20829.7631,19086.0974
06/18/2025,06/18/2025,NEAR-USDT,gate,4053198.58,434792.43,0.000521018,14891.539,14098.1107,23065.2302,21267.6174,27283.2735,24594.3578
06/19/2025,06/19/2025,NEAR-USDT,gate,2399078.05,260594.23,0.00053144,9910.7534,8912.5345,14993.7638,13350.8321,17829.5823,15989.8079
06/20/2025,06/20/2025,NEAR-USDT,gate,2843562.48,536828.7,0.000392584,14136.9286,11290.0688,21642.0295,18560.705,26888.182,24306.7958
06/21/2025,06/21/2025,NEAR-USDT,gate,3293869.57,444988.8,0.000369513,7514.0541,7032.0937,12275.7531,11684.9309,15441.1905,14700.216
06/22/2025,06/22/2025,NEAR-USDT,gate,4100305.57,819501.88,0.000422549,6731.917,5774.2459,12540.0414,10916.0786,16661.7976,14588.4666
