start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
09/22/2025,09/22/2025,NEAR-USDT,binance,71300113,8836263,0.000342064,38654.49,38067.63,63705.31,59179.95,95252.58,83265.01
09/23/2025,09/23/2025,NEAR-USDT,binance,70756568,3762217,0.000443062,51043.78,49915.49,89474.77,81845.73,133617.59,119897.71
09/24/2025,09/24/2025,NEAR-USDT,binance,50641610,4045222,0.000346518,59950.21,50825.11,109511.7,88075.35,174295.62,136603.13
09/25/2025,09/25/2025,NEAR-USDT,binance,69716794,5078453,0.000450844,68317.82,59525.15,116291.93,97013.06,166308.99,148212.66
09/26/2025,09/26/2025,NEAR-USDT,binance,44270769,3965177,0.000458185,59334.77,57625.06,98295.12,97133.64,142829.22,137185.68
09/27/2025,09/27/2025,NEAR-USDT,binance,14802642,1904399,0.000578917,44820.66,34817.62,71680.91,54451.15,98629.38,82947.61
09/28/2025,09/28/2025,NEAR-USDT,binance,19490489,2196371,0.000358912,45822.81,35491.65,74865.56,51691.62,107565.15,83546.14
09/22/2025,09/22/2025,NEAR-USDT,bybit,16685594,2409791,0.000516458,21956,17021.51,31218.66,24227.72,35435.12,26953.12
09/23/2025,09/23/2025,NEAR-USDT,bybit,13386746,1493972,0.000577651,26682.99,21845.62,41228.07,31755.15,48645.74,35847.74
09/24/2025,09/24/2025,NEAR-USDT,bybit,11747835,1905243,0.000381483,16098.16,13609.71,25199.62,20251.5,28603.96,22791.29
09/25/2025,09/25/2025,NEAR-USDT,bybit,13682496,1401922,0.000578959,27103.48,21909.72,41968.36,31469.04,51775.41,35101.37
09/26/2025,09/26/2025,NEAR-USDT,bybit,10211517,1848320,0.000477243,24039.78,21820.64,35817.68,30511.91,43255.55,35382.63
09/27/2025,09/27/2025,NEAR-USDT,bybit,3175639,552860,0.000345575,22913.46,21521.15,31088.98,28280.24,35454.77,32340.64
09/28/2025,09/28/2025,NEAR-USDT,bybit,7155029,772759,0.000483553,19342.71,17349.11,27639.87,24152.4,32018.8,27505.08
09/22/2025,09/22/2025,NEAR-USDT,okx,19690196,3043346,0.000343121,46567.14,43807.66,64682.01,59321.17,90207.69,82238.03
09/23/2025,09/23/2025,NEAR-USDT,okx,12263411,2124519,0.00047445,25961.38,22068.85,38087.83,32070.02,54965.43,47623.56
09/24/2025,09/24/2025,NEAR-USDT,okx,12012664,2251639,0.000538476,29689.68,27254.56,43601.64,38589.61,61688.95,55507.21
09/25/2025,09/25/2025,NEAR-USDT,okx,14588297,2845326,0.000433408,30554.34,25463.85,43591.56,35235.26,61062.6,49940.47
09/26/2025,09/26/2025,NEAR-USDT,okx,7352648,859959,0.000386693,49286.2,41730.27,66973.08,55615.97,92712.82,77388.7
09/27/2025,09/27/2025,NEAR-USDT,okx,5002143,651464,0.000526601,53013.81,46040.52,69282.12,60570.22,91952.36,81323.6
09/28/2025,09/28/2025,NEAR-USDT,okx,4281245,552804,0.000376384,52961.97,40752.73,70768.32,55358.17,94413.59,75641.86
09/22/2025,09/22/2025,NEAR-USDT,gate,16916891,1850150,0.000563001,14515.05,13700.61,21737.51,20550.55,25664.99,24453.68
09/23/2025,09/23/2025,NEAR-USDT,gate,13196848,2273627,0.000378568,19437.96,17524.85,29223.35,26253.47,34897.46,31416.15
09/24/2025,09/24/2025,NEAR-USDT,gate,9816298,1280389,0.000589307,21786.32,20610.2,32143.84,29879.47,36804.81,35240.05
09/25/2025,09/25/2025,NEAR-USDT,gate,7819729,1252186,0.000507311,21981.87,19236.52,31628.71,28493.56,37023.73,33478.26
09/26/2025,09/26/2025,NEAR-USDT,gate,5265879,690842,0.000535473,22073.74,20096.78,32615.24,29343.09,38530.33,34839.83
09/27/2025,09/27/2025,NEAR-USDT,gate,1509662,165767,0.000394604,16384.64,16352.94,22216.82,22334.12,26111.1,25959.79
09/28/2025,09/28/2025,NEAR-USDT,gate,2150225,313381,0.000483687,14824.06,13595.03,20772.28,19322.73,24241.77,22540.16
