start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
6/9/2025,6/9/2025,NEAR-USDT,binance,21645955.98,2104276.45,0.000420645,44792.9464,42921.559,64986.4619,61763.1265,87543.6951,83063.8987
6/10/2025,6/10/2025,NEAR-USDT,binance,31146258.03,2580901.63,0.000395105,41570.7669,41248.4978,62495.2999,60441.0382,84510.2364,82643.7656
6/11/2025,6/11/2025,NEAR-USDT,binance,26875681.74,2954601.55,0.000497268,36717.5749,35781.6671,57556.3542,52479.0075,81568.6227,73057.8465
6/12/2025,6/12/2025,NEAR-USDT,binance,24416696.45,1705524.35,0.000391017,49894.7615,52116.9932,78601.9873,74818.057,107027.8273,96323.7797
06/13/2025,06/13/2025,NEAR-USDT,binance,42988895.01,4815221.32,0.000504343,30895.6503,31343.4709,48508.5878,45201.359,67698.1303,58929.3572
06/14/2025,06/14/2025,NEAR-USDT,binance,14767440.25,1987199.87,0.000429966,50582.1079,50219.5065,74279.4813,70629.3753,99551.2155,90094.0548
06/15/2025,06/15/2025,NEAR-USDT,binance,11512381.27,1186962.59,0.000451978,47220.6282,43843.7735,69872.5888,63285.3,96178.881,84855.0589
6/9/2025,6/9/2025,NEAR-USDT,bybit,560316.71,111552.41,0.000481188,1913.4469,1579.7125,2852.5399,2257.2066,4169.757,3445.939
6/10/2025,6/10/2025,NEAR-USDT,bybit,610340.06,66829.23,0.000491718,2842.877,2441.0216,4369.5385,3529.0723,6386.2613,5084.7393
6/11/2025,6/11/2025,NEAR-USDT,bybit,895525.97,165530.45,0.000381413,2876.0568,2348.5327,4398.8221,3513.741,5703.8306,4618.0692
6/12/2025,6/12/2025,NEAR-USDT,bybit,787301.1,134064.18,0.000315504,1716.1438,1407.898,2609.5549,2050.0157,3888.8317,3124.9919
06/13/2025,06/13/2025,NEAR-USDT,bybit,1484456.15,281646.38,0.000460217,1819.3468,1615.4466,2854.0396,2406.2369,4367.9476,3749.1483
06/14/2025,06/14/2025,NEAR-USDT,bybit,452504.99,89632.85,0.000448731,1278.3904,1211.0037,1965.3168,1776.3966,3083.9235,2749.921
06/15/2025,06/15/2025,NEAR-USDT,bybit,463614.26,67207.25,0.000430774,2216.7281,2208.5551,3403.716,3235.568,5243.6371,4896.8329
6/9/2025,6/9/2025,NEAR-USDT,okx,3156837.48,500964.05,0.00056411,32995.9237,27571.8612,48270.6076,40794.7379,65725.0202,56485.1712
6/10/2025,6/10/2025,NEAR-USDT,okx,4897995.81,591790.7,0.000436527,26761.6941,22694.1804,39820.4903,34437.7202,55496.4894,47896.3734
6/11/2025,6/11/2025,NEAR-USDT,okx,4952973.28,809989.07,0.000398175,39987.5061,30135.6502,60262.2674,48212.0021,85943.5947,70830.6025
6/12/2025,6/12/2025,NEAR-USDT,okx,4033456.47,604846.89,0.000402392,28282.5741,22204.1923,42119.9046,33239.1143,57372.3409,47552.5643
06/13/2025,06/13/2025,NEAR-USDT,okx,8015856.15,1159204.94,0.000482214,39897.2906,31251.6877,56579.847,45111.8172,76746.0074,62578.568
06/14/2025,06/14/2025,NEAR-USDT,okx,2292355.62,238989.83,0.000521643,39258.2717,37629.2539,56831.9585,53495.7742,76729.8541,71193.9126
06/15/2025,06/15/2025,NEAR-USDT,okx,3308715.32,436124.18,0.000581914,30540.2836,31463.827,44971.0585,44835.1397,61858.161,59714.1031
6/9/2025,6/9/2025,NEAR-USDT,gate,2863527.08,750092.73,0.000561771,14664.1375,16382.7272,20197.0796,23059.429,22725.848,26145.0944
6/10/2025,6/10/2025,NEAR-USDT,gate,2596506.33,510101.82,0.000536346,10563.0651,10911.4348,14894.9875,15973.6236,17424.1553,19216.7146
6/11/2025,6/11/2025,NEAR-USDT,gate,3926588.98,757685.48,0.000505878,8885.2688,9462.7855,12525.0899,13694.2947,14562.5672,16213.3127
6/12/2025,6/12/2025,NEAR-USDT,gate,3393518.32,641178.62,0.000376253,15154.5375,16074.6964,20822.5037,22692.7539,23074.2928,26115.6161
06/13/2025,06/13/2025,NEAR-USDT,gate,5306476.18,924579.31,0.000414122,8775.6307,8346.4689,12798.0506,12812.6148,14017.483,14334.9524
06/14/2025,06/14/2025,NEAR-USDT,gate,2144505.21,310789.19,0.000388794,13324.3275,11880.6276,19192.6106,17599.0138,21565.5173,20239.4928
06/15/2025,06/15/2025,NEAR-USDT,gate,2093455.99,417477.04,0.000516659,14672.9882,15426.0556,21195.7662,22301.8138,23412.6397,25193.4788
