start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
06/30/2025,06/30/2025,NEAR-USDT,binance,23163222.7,2977359.79,0.000572404,45456.3608,44540.1675,69696.4511,62680.3189,101815.0096,84660.2059
7/1/2025,7/1/2025,NEAR-USDT,binance,15669543.61,1981689.36,0.000511745,57149.4304,55499.9578,89219.6159,77958.7823,152012.6678,115419.9532
7/2/2025,7/2/2025,NEAR-USDT,binance,31481688.38,4521755.1,0.000439952,32332.4043,33419.554,48683.5579,48803.3695,73905.7882,79661.5582
7/3/2025,7/3/2025,NEAR-USDT,binance,30161546.36,4442010.24,0.000523693,50491.7961,51888.1961,77629.1098,79085.2319,111776.7034,119833.4696
7/4/2025,7/4/2025,NEAR-USDT,binance,22887955.82,2674329.61,0.000318681,40185.5203,44324.9717,60382.4351,59622.1609,88991.2513,77922.2617
7/5/2025,7/5/2025,NEAR-USDT,binance,9445561.5,912261.54,0.000494047,55264.183,64554.1144,82188.4937,87127.818,128218.7875,116435.9737
7/6/2025,7/6/2025,NEAR-USDT,binance,13026071.03,1749885.87,0.00045933,48513.1392,53846.4811,71143.359,74879.5919,102642.9609,102638.8533
06/30/2025,06/30/2025,NEAR-USDT,bybit,586401.22,109170.01,0.000475191,1397.89,1204.0848,2138.895,1770.1358,3199.7922,2747.2026
7/1/2025,7/1/2025,NEAR-USDT,bybit,421868.15,70845.8,0.000545027,2081.1817,1852.5627,3214.5192,2754.6918,5013.1003,4339.6526
7/2/2025,7/2/2025,NEAR-USDT,bybit,649952.34,83939.62,0.0005269,1676.8997,1485.2577,2590.8319,2154.0132,3921.3608,3335.5704
7/3/2025,7/3/2025,NEAR-USDT,bybit,841628.27,126404.76,0.000414039,2363.7626,1969.3836,3671.2091,2911.1636,5632.2781,4688.8174
7/4/2025,7/4/2025,NEAR-USDT,bybit,423968.06,62629.41,0.000484801,1551.2163,1296.7112,2302.3171,1872.5609,3476.3092,2974.9372
7/5/2025,7/5/2025,NEAR-USDT,bybit,248659.57,35194.41,0.000426617,2146.6189,2088.4917,3123.6076,2876.2004,4871.8584,4423.482
7/6/2025,7/6/2025,NEAR-USDT,bybit,343735.09,49399.69,0.00039425,2599.4313,2527.6239,3911.0534,3623.3481,5952.5676,5535.3707
06/30/2025,06/30/2025,NEAR-USDT,okx,5799489.55,1065927.16,0.000333026,30216.8437,26655.2749,42532.1031,37096.246,57775.0955,51181.8232
7/1/2025,7/1/2025,NEAR-USDT,okx,4258993.56,617663.2,0.000533708,41569.0635,36397.1731,57184.3748,49135.1902,77240.6244,66680.0157
7/2/2025,7/2/2025,NEAR-USDT,okx,7537747.47,1113534.72,0.000512219,39588.7931,31563.6398,52898.0642,42618.421,68476.271,57605.8618
7/3/2025,7/3/2025,NEAR-USDT,okx,6438889.19,1100485.9,0.000556268,25353.9875,20630.6828,35108.8577,29344.3351,48118.2861,41253.8059
7/4/2025,7/4/2025,NEAR-USDT,okx,4301617.88,696764.77,0.000463834,31299.9642,25993.5752,42625.4765,35594.8787,56941.2765,47622.2446
7/5/2025,7/5/2025,NEAR-USDT,okx,3155724.9,343207.68,0.000459834,37591.062,30441.8352,50592.6824,41144.9848,67093.406,55699.8592
7/6/2025,7/6/2025,NEAR-USDT,okx,3611695.19,659746.07,0.000391038,44567.5511,36482.727,59513.1962,49603.589,77802.9086,67830.3722
06/30/2025,06/30/2025,NEAR-USDT,gate,1478206.59,164126.88,0.0003095,16580.7481,12307.4331,25778.6745,20147.8455,30699.11,23990.284
7/1/2025,7/1/2025,NEAR-USDT,gate,1382592.12,180394.66,0.000556662,15547.6315,11367.2203,23367.3399,18783.2206,27067.5572,21436.5882
7/2/2025,7/2/2025,NEAR-USDT,gate,3118042.31,452626.02,0.000474291,10157.004,8646.0218,15694.8798,13497.6042,18645.5445,16183.3576
7/3/2025,7/3/2025,NEAR-USDT,gate,3151043.38,416286.53,0.000433799,12512.9478,10827.0347,19120.8607,16659.2994,23395.6321,20249.4294
7/4/2025,7/4/2025,NEAR-USDT,gate,1587264.15,262146.03,0.000504518,12940.0664,10540.4413,20035.2547,17308.6173,24711.1078,22292.7214
7/5/2025,7/5/2025,NEAR-USDT,gate,1002413.93,115495.85,0.000505504,9784.8878,6874.1595,12810.6302,9763.8285,14851.0082,12269.6883
7/6/2025,7/6/2025,NEAR-USDT,gate,2013984.6,306785.77,0.000560371,9944.1779,7574.3127,13408.367,10950.7064,15625.4171,12898.3742
