start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
06/23/2025,06/23/2025,NEAR-USDT,binance,36699662.83,2976236,0.000396966,40782.2346,38987.0049,61460.1518,51987.2978,80227.9618,63430.9507
06/24/2025,06/24/2025,NEAR-USDT,binance,29050323.33,4244367.81,0.000426815,55335.0079,54384.051,80044.4821,75191.999,108606.6297,102758.9949
06/25/2025,06/25/2025,NEAR-USDT,binance,19685151.48,2144808.49,0.000442028,33044.6162,31110.456,48357.3348,43784.2524,67789.0281,59471.0963
06/26/2025,06/26/2025,NEAR-USDT,binance,25053924.9,2981672.27,0.000584375,42862.6403,40319.1786,65437.0858,58326.3117,98881.1405,81903.847
06/27/2025,06/27/2025,NEAR-USDT,binance,22374242.32,1737433,0.000378624,32597.314,31602.1899,48514.8098,44470.3369,69860.9708,61417.4331
06/28/2025,06/28/2025,NEAR-USDT,binance,10896922.42,1512763.66,0.00030841,38526.8083,37110.1564,53743.1423,53410.305,76975.4011,76906.2154
06/29/2025,06/29/2025,NEAR-USDT,binance,18431246.27,1155942.1,0.000515797,70673.6768,65553.8666,102029.755,92442.8661,144365.9156,127834.7666
06/23/2025,06/23/2025,NEAR-USDT,bybit,1023363.94,139166.77,0.000367826,1210.3125,1097.7886,1902.2615,1572.8259,2866.6029,2428.6044
06/24/2025,06/24/2025,NEAR-USDT,bybit,870412.81,108711.12,0.000578689,2211.1254,2009.6236,3442.5738,2935.741,5357.7338,4608.3853
06/25/2025,06/25/2025,NEAR-USDT,bybit,577690.32,78182.05,0.000449259,2525.1597,2256.1986,3773.0611,3295.7026,5696.2904,5187.6591
06/26/2025,06/26/2025,NEAR-USDT,bybit,839355.37,97811.51,0.000334767,2574.4755,2135.697,3915.4143,3183.549,5914.0021,4985.2609
06/27/2025,06/27/2025,NEAR-USDT,bybit,826169.24,88287.45,0.000461034,1500.628,1283.7435,2362.0968,1924.9382,3567.7136,2995.7794
06/28/2025,06/28/2025,NEAR-USDT,bybit,276874.82,31638.11,0.000530579,2571.8926,2599.8409,3678.2177,3544.0471,5567.754,5281.6807
06/29/2025,06/29/2025,NEAR-USDT,bybit,441400.15,50715.8,0.00046406,1865.7032,1790.7269,2733.0068,2570.2939,4126.074,3931.4088
06/23/2025,06/23/2025,NEAR-USDT,okx,7297951.82,1323783.59,0.00034845,32571.4476,28339.9837,47641.3809,39602.3384,64179.615,53796.5106
06/24/2025,06/24/2025,NEAR-USDT,okx,5280299,601995.78,0.00036985,37537.9223,37341.7621,53066.0128,49896.6664,72144.2307,66592.8991
06/25/2025,06/25/2025,NEAR-USDT,okx,6414313.66,1239492.79,0.000575065,28409.368,25044.9629,38399.9576,33733.3376,50385.3694,43995.3503
06/26/2025,06/26/2025,NEAR-USDT,okx,5903022.88,998977.46,0.000595276,25639.6581,19924.1507,35002.6378,27588.5962,46913.1493,37621.793
06/27/2025,06/27/2025,NEAR-USDT,okx,8395241.23,1376295.44,0.000485762,37794.7257,24480.9952,50350.5145,33679.9722,63322.3353,45558.0843
06/28/2025,06/28/2025,NEAR-USDT,okx,3681283.3,412241.1,0.000431119,43156.0508,33366.1414,56312.1005,42461.0573,71549.5518,56872.6189
06/29/2025,06/29/2025,NEAR-USDT,okx,7963162.17,1502707.26,0.00043386,35893.1215,37915.6255,49015.6148,49916.9587,65342.1658,66111.9067
06/23/2025,06/23/2025,NEAR-USDT,gate,3871457.39,469724.39,0.000573455,8975.207,7171.5228,15350.7628,12552.6999,20207.1663,17324.1347
06/24/2025,06/24/2025,NEAR-USDT,gate,4168885.64,463741.53,0.000363501,10833.1721,10429.1378,17496.528,16462.9098,22432.1679,21183.8194
06/25/2025,06/25/2025,NEAR-USDT,gate,3039130.08,401566.63,0.000457457,14063.4283,13531.2476,21635.5749,21009.2734,26504.9512,25632.1596
06/26/2025,06/26/2025,NEAR-USDT,gate,3650944.18,422941.25,0.000460854,9686.1105,9143.3453,15084.3869,14659.3753,19131.7881,17857.1976
06/27/2025,06/27/2025,NEAR-USDT,gate,4188445.67,520338.11,0.000342913,10420.5928,9573.6392,16825.1702,15508.7734,20455.6764,18608.0066
06/28/2025,06/28/2025,NEAR-USDT,gate,1624037.91,284517.33,0.000465397,12003.5766,11609.1901,17182.0279,17031.607,19723.6395,20138.1937
06/29/2025,06/29/2025,NEAR-USDT,gate,1744055.55,212193.24,0.000443538,13472.4084,12615.6303,20214.8711,18682.9148,23695.7003,21840.4094
