start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
7/7/2025,7/7/2025,NEAR-USDT,binance,15541868.02,1632610.94,0.000587422,67183.1757,63371.6549,99611.1737,86433.347,152151.9687,117173.5573
7/8/2025,7/8/2025,NEAR-USDT,binance,19337731.9,2041182.98,0.000486761,56681.5684,58423.031,87537.6377,82833.5835,136314.8692,115111.5681
7/9/2025,7/9/2025,NEAR-USDT,binance,24706842.38,2500777.95,0.000318411,50509.3484,53588.7255,75159.6208,77333.7126,106574.9814,108163.6122
7/10/2025,7/10/2025,NEAR-USDT,binance,25972928.24,2465008.28,0.00031145,43292.9211,44390.8782,62628.1704,63753.7669,88444.3403,87788.4066
7/11/2025,7/11/2025,NEAR-USDT,binance,41935881.85,4970043.52,0.000303261,62699.8521,62705.7431,91689.9576,89514.8127,128332.8092,122777.5872
7/12/2025,7/12/2025,NEAR-USDT,binance,24933101.02,2616048.96,0.000303623,53898.7831,54664.6355,82250.3698,79884.3621,117301.3958,107512.0337
07/13/2025,07/13/2025,NEAR-USDT,binance,18330935.33,1759317.45,0.00046255,51500.3137,52329.7411,77412.6822,76389.1388,108497.7221,110144.7255
7/7/2025,7/7/2025,NEAR-USDT,bybit,299742.41,42340.97,0.000501646,1924.9653,1540.2693,2869.9047,2264.0414,4280.9337,3524.9516
7/8/2025,7/8/2025,NEAR-USDT,bybit,411073.63,43074.23,0.00051302,1856.2075,1509.8073,2759.3465,2212.3037,4170.2837,3501.8434
7/9/2025,7/9/2025,NEAR-USDT,bybit,602349.29,72767.78,0.000548598,2620.2112,2241.015,4104.4924,3370.9349,6141.4973,5291.9218
7/10/2025,7/10/2025,NEAR-USDT,bybit,655164.76,65771.68,0.000395582,2569.1551,2157.9475,3872.5685,3230.563,5725.6071,5053.5979
7/11/2025,7/11/2025,NEAR-USDT,bybit,833228.58,131061.92,0.000467445,1711.008,1476.4917,2597.0675,2158.7223,3662.3714,3156.7861
7/12/2025,7/12/2025,NEAR-USDT,bybit,617806.45,77545.85,0.000555008,2150.1955,2096.0783,3317.7669,3139.8151,5042.1763,4755.7172
07/13/2025,07/13/2025,NEAR-USDT,bybit,422463.41,76394.54,0.000330129,1989.7225,1960.3839,3089.8642,2872.1082,4679.7462,4342.547
7/7/2025,7/7/2025,NEAR-USDT,okx,2497705.4,255270.73,0.000413085,22966.4057,17376.8688,32806.7072,24183.435,45329.8453,34045.3827
7/8/2025,7/8/2025,NEAR-USDT,okx,3651553.93,685833.55,0.000472933,30152.534,21749.2901,41038.2749,31257.5987,56485.0388,45219.5436
7/9/2025,7/9/2025,NEAR-USDT,okx,5672510.33,1057185.08,0.00042889,21545.629,20217.1614,30087.7207,27894.444,41033.5847,37976.9799
7/10/2025,7/10/2025,NEAR-USDT,okx,5320083.84,714999.06,0.000478982,40110.4292,36812.2153,56446.0678,51762.2777,76755.3716,73604.343
7/11/2025,7/11/2025,NEAR-USDT,okx,9078740.78,1035337.51,0.000418846,31910.5119,25520.1275,47197.353,37982.2562,65207.9986,53934.0585
7/12/2025,7/12/2025,NEAR-USDT,okx,5567377.37,861749.68,0.00059905,27417.4166,25277.1828,39970.5089,38584.2552,55821.3434,53828.4633
07/13/2025,07/13/2025,NEAR-USDT,okx,3641098.1,390134.55,0.000407731,28010.3691,24293.9489,43559.3751,37672.4728,62820.3501,54408.0957
7/7/2025,7/7/2025,NEAR-USDT,gate,2276510.31,305926.52,0.000327965,8411.4465,7838.4397,11072.2134,10232.9744,13002.2666,11799.0562
7/8/2025,7/8/2025,NEAR-USDT,gate,2562143.23,270530.86,0.000311911,14570.3732,14020.2286,21102.7683,20087.5582,26052.2242,24411.5187
7/9/2025,7/9/2025,NEAR-USDT,gate,3311476.27,457709.07,0.000501894,13299.2809,12007.7319,19632.2233,17902.3487,24099.7659,21130.9658
7/10/2025,7/10/2025,NEAR-USDT,gate,3922209.72,536917.91,0.000456998,18065.8021,13118.5964,27192.6561,20896.0467,31523.2862,25058.5138
7/11/2025,7/11/2025,NEAR-USDT,gate,7259209.43,1230636.75,0.000329764,14489.4388,12450.5578,23197.7642,20278.5126,27112.5361,24522.9086
7/12/2025,7/12/2025,NEAR-USDT,gate,3682320.63,477421.27,0.000556851,14858.5789,15791.5614,22716.0254,24608.9888,26025.9088,29042.3521
07/13/2025,07/13/2025,NEAR-USDT,gate,4536644.58,629282.66,0.000324723,11011.1071,11886.0245,17287.0075,18560.953,20855.2898,23275.9987
