start_date,end_date,asset_pair_symbol,exchange,total_volume_usd_dollars,market_maker_volume_usd_dollars,average_bid_ask_spread_ratio,market_maker_depth_bid_50_bps_usd_dollars,market_maker_depth_ask_50_bps_usd_dollars,market_maker_depth_bid_100_bps_usd_dollars,market_maker_depth_ask_100_bps_usd_dollars,market_maker_depth_bid_200_bps_usd_dollars,market_maker_depth_ask_200_bps_usd_dollars
05/19/2025,05/19/2025,NEAR-USDT,binance,30872400.63,2274777.45,0.000533452,56098.1223,49705.763,85190.0462,71919.6575,118131.5687,95991.872
05/20/2025,05/20/2025,NEAR-USDT,binance,27370140.87,1769805.15,0.000420138,67495.2203,58316.7373,102771.0552,86382.0773,148814.1921,118325.515
05/21/2025,05/21/2025,NEAR-USDT,binance,48782893.35,5185046.75,0.000369945,66150.5485,61392.0567,103735.2532,94817.8471,141451.0546,133351.5574
05/22/2025,05/22/2025,NEAR-USDT,binance,43393211.78,2680031.29,0.000530619,66993.1986,60592.1604,103164.9351,96634.6267,142758.9967,144683.72
05/23/2025,05/23/2025,NEAR-USDT,binance,55968877.09,4061233.1,0.000491226,61204.4142,61255.2062,94692.6003,93478.4619,134993.2432,126491.2608
05/24/2025,05/24/2025,NEAR-USDT,binance,18781467.72,2543136.11,0.000596978,48890.3713,57343.4802,77235.0285,81996.6393,109677.9182,109541.0776
05/25/2025,05/25/2025,NEAR-USDT,binance,25474812.95,1511490,0.000477166,61549.4236,68760.5973,95464.8834,95547.2928,138851.189,122229.3013
05/19/2025,05/19/2025,NEAR-USDT,bybit,6473244.3,1092944.62,0.000562881,17503.1545,16217.7005,24874.5471,22744.3456,28230.155,25703.1759
05/20/2025,05/20/2025,NEAR-USDT,bybit,5259639.99,346640.02,0.000457272,17671.2706,17752.9536,25444.7055,27671.7337,28374.4511,30181.4434
05/21/2025,05/21/2025,NEAR-USDT,bybit,11592769.25,2275657.41,0.000373189,25796.668,32101.817,41280.3921,41948.3671,46210.0784,45951.9796
05/22/2025,05/22/2025,NEAR-USDT,bybit,12084125.16,2322302.59,0.000317416,29092.4721,26204.6354,42792.4846,41627.6814,57505.4566,46958.4775
05/23/2025,05/23/2025,NEAR-USDT,bybit,10634205.68,1205805.94,0.000414087,25402.7945,21151.4558,39075.3364,31116.1224,43855.7013,46260.9656
05/24/2025,05/24/2025,NEAR-USDT,bybit,4485047.72,675898.63,0.000548785,22440.4025,18263.591,30312.9857,29757.1507,35882.875,31680.9893
05/25/2025,05/25/2025,NEAR-USDT,bybit,4948673.02,747531.75,0.000381435,19923.3147,21498.53,34590.653,31913.4572,40582.9451,38517.4929
05/19/2025,05/19/2025,NEAR-USDT,okx,4432508.82,807250.73,0.000387842,29331.019,25779.2947,37569.9189,38298.8713,49936.4593,45436.7802
05/20/2025,05/20/2025,NEAR-USDT,okx,4170806.13,580461.79,0.000454881,46809.2764,38075.7798,63086.0532,53870.334,79524.1651,68932.0995
05/21/2025,05/21/2025,NEAR-USDT,okx,4590756.83,433244.42,0.000493797,37159.2535,37484.5259,52407.0901,44909.6899,57512.29,45561.6518
05/22/2025,05/22/2025,NEAR-USDT,okx,5746112.46,381796.4,0.0003153,45428.1322,41886.3642,63827.1585,60921.0014,69323.6861,67117.6362
05/23/2025,05/23/2025,NEAR-USDT,okx,4102268.43,230445.91,0.000532777,39114.6314,51808.007,62344.0071,67202.5714,70048.3815,69626.7995
05/24/2025,05/24/2025,NEAR-USDT,okx,2789433.49,538680.32,0.000443225,33369.2688,28866.2275,44529.3171,44941.5408,49356.1565,44748.4791
05/25/2025,05/25/2025,NEAR-USDT,okx,3858765.39,497442.02,0.00034508,32781.7214,32169.6641,47161.0652,45125.9625,56464.7437,54718.1582
05/19/2025,05/19/2025,NEAR-USDT,gate,6466621.17,1205817.84,0.000392186,14782.1668,19426.6099,21521.7264,24584.4159,22778.5268,26175.3339
05/20/2025,05/20/2025,NEAR-USDT,gate,5740387.94,927947.79,0.000519533,15558.9156,13809.8857,19939.948,20108.8739,21013.5781,21515.9653
05/21/2025,05/21/2025,NEAR-USDT,gate,8817402.72,1518817.13,0.000576567,12620.1896,13031.3373,17409.4525,16315.8616,19377.1784,16879.4305
05/22/2025,05/22/2025,NEAR-USDT,gate,7104245.9,1229255.3,0.000477172,17028.708,18482.8526,22159.282,26222.3308,24030.637,29663.8258
05/23/2025,05/23/2025,NEAR-USDT,gate,8583307.59,744427.96,0.000454589,19572.5974,19325.6193,26326.8185,25538.1751,30058.1483,27880.8567
05/24/2025,05/24/2025,NEAR-USDT,gate,4789859.19,455409.78,0.000515091,19426.7528,17275.8646,24610.3773,23062.7621,27763.9525,23741.4813
05/25/2025,05/25/2025,NEAR-USDT,gate,5422267.08,628382.5,0.000315754,12831.1328,13194.2234,17128.8231,17818.5053,18598.7361,19712.8304
