report_start,report_end,exchange,bps_bucket,kpi,imc_liquidity_usd,market_liquidity_usd,kpi_ratio_imc_over_obligation,kpi_percent_of_obligation,kpi_outperform,pct_of_market_liqudity,exchange_uptime_pct,avg_bid_ask_spread_bps,trading_volume_ms,source_file
1/7/2025,1/8/2025,Coinbase,200,105400,120600,266400,1.144212524,114.4212524,TRUE,45.27027027,99.76,4.2,,Frijt Trading - NEAR Report 2025-07-01 - 2025-08-01.pdf
1/7/2025,1/8/2025,OKX,15,28100,30800,150000,1.096085409,109.6085409,TRUE,20.53333333,99.87,4.8,,Frijt Trading - NEAR Report 2025-07-01 - 2025-08-01.pdf
1/7/2025,1/8/2025,OKX,25,70300,78800,282100,1.120910384,112.0910384,TRUE,27.93335697,99.87,4.8,,Frijt Trading - NEAR Report 2025-07-01 - 2025-08-01.pdf
1/7/2025,1/8/2025,OKX,50,105400,119000,464600,1.129032258,112.9032258,TRUE,25.61343091,99.87,4.8,,Frijt Trading - NEAR Report 2025-07-01 - 2025-08-01.pdf
1/7/2025,1/8/2025,OKX,100,140500,160500,616100,1.142348754,114.2348754,TRUE,26.05096575,99.87,4.8,,Frijt Trading - NEAR Report 2025-07-01 - 2025-08-01.pdf
1/7/2025,1/8/2025,OKX,200,281000,320900,819500,1.141992883,114.1992883,TRUE,39.15802318,99.87,4.8,,Frijt Trading - NEAR Report 2025-07-01 - 2025-08-01.pdf
1/8/2025,1/9/2025,Binance,15,42400,50300,344500,1.186320755,118.6320755,TRUE,14.60087083,99.95,3.9,,Frijt Trading - NEAR Report 2025-08-01 - 2025-09-01.pdf
1/8/2025,1/9/2025,Binance,25,105900,121400,531800,1.146364495,114.6364495,TRUE,22.82813088,99.95,3.9,,Frijt Trading - NEAR Report 2025-08-01 - 2025-09-01.pdf
1/8/2025,1/9/2025,Binance,50,141200,162300,818000,1.149433428,114.9433428,TRUE,19.84107579,99.95,3.9,,Frijt Trading - NEAR Report 2025-08-01 - 2025-09-01.pdf
1/8/2025,1/9/2025,Binance,100,211800,243500,1010400,1.1496695,114.96695,TRUE,24.09936659,99.95,3.9,,Frijt Trading - NEAR Report 2025-08-01 - 2025-09-01.pdf
